duration,peak_mag,rms_mag,sta_lta_ratio,dom_freq,peak_ax,peak_ay,peak_az,rms_ax,rms_ay,rms_az,label
60.0,17833.383763193964,4113.973251964329,0.993052323960671,0.0,11551.306,11608.147,13665.452,2440.633730119939,2482.3145512859205,2192.304126199869,real_quake
60.0,23101.84093914468,1351.7855343300052,1.014832055739815,0.0,8285.463,22706.611,8497.814,682.8990422149573,980.3887414124632,632.3060530134419,real_quake
60.0,66777.61518552032,9531.414557010494,1.1166363493677758,0.0,64890.023,30034.682,24307.582,6994.873467574168,5040.236171657085,4063.942416439734,real_quake
60.0,26050.083617666245,4408.808262185896,1.1782489682043424,0.0,23428.002,17478.102,14892.975,3257.0538326268124,2107.7486934840535,2094.4178353914667,real_quake
60.0,29645.82473023667,4031.564408906083,1.1235334621797224,0.0,28884.047,21574.559,28055.99,2403.7432427236186,2343.199621514095,2232.699160199377,real_quake
60.0,1312.35897244857,79.90675551730402,1.0537182788447936,0.0,1023.261,1219.7595,463.5229,50.09798925588528,54.33640002687507,30.37822710328584,real_quake
60.0,33871.064256354584,5719.895465331516,1.0342392655070791,0.0,27463.598,16660.393,33467.016,3503.924173680614,2650.3463303805197,3662.701714370852,real_quake
60.0,1247.5022542671802,167.9642121187661,1.0260077191814918,0.0,965.7732,1072.5682,373.54807,103.68486277030304,95.18521784495844,91.65806068638528,real_quake
60.0,231103.01840314834,35612.330842674965,1.1921656097215558,0.0,179980.0,227286.92,101757.375,20620.796029815592,26327.911105579824,12241.81260931431,real_quake
60.0,51445.38480620776,9595.079918879432,1.1247230753037567,0.0,45072.85,41924.53,22765.494,5899.4454414661695,6356.910509233445,4105.093288884523,real_quake
60.0,24795.305278510776,2099.022361978865,1.010995492560413,0.0,17454.562,23443.613,10128.368,1289.0981269876108,1282.6143106945756,1048.3422270832389,real_quake
60.0,2611.0201412604156,247.85664003786127,1.0699068956990965,0.0,2448.324,649.993,1862.086,206.61310354876863,54.257288849179965,125.69839322577037,real_quake
60.0,6184.586688224853,815.1324331829783,1.0006792636836839,0.0,5952.6025,4068.3557,3124.1494,536.0694569752039,462.8389816439015,403.54739250297337,real_quake
60.0,3347.860466461867,708.0120557948136,1.1208551614926983,0.0,3285.3364,2424.7688,886.2209,521.6100058409831,447.3581891788179,170.51311835755257,real_quake
60.0,380107.5469295808,64133.190505849816,1.1165142865916577,0.0,289383.72,346472.66,282524.53,37562.33966810803,41470.11586683442,31342.72249037457,real_quake
60.0,5593.362005756897,687.0392112252459,1.0436519397995354,0.0,4726.1494,4720.1973,3598.2957,434.89396436974147,424.8008219662894,320.05371294915966,real_quake
60.0,3989.7345529174668,345.5383564638415,1.0107357793219733,0.0,3230.6348,2314.2808,2697.3723,219.468453085426,185.0816074229776,192.2892417212927,real_quake
60.0,20430.384092321234,1885.8855833536636,1.0623647751687857,0.0,20429.236,9759.54,6067.769,1410.0944450602815,1019.5768703821187,727.090843631749,real_quake
60.0,53621.19849888542,3268.56067806449,1.1049110421112647,0.0,26943.78,42798.406,18961.602,1858.14611005418,2365.1958717020684,1279.3085743335773,real_quake
60.0,94089.80503281562,19863.448993699472,1.0887760388961667,0.0,77373.445,72432.766,57672.176,13444.596582855582,11734.598554010658,8723.452609247071,real_quake
60.0,4875.589502368296,674.2674017358598,1.0769692034421108,0.0,3546.1863,3508.8787,3774.7878,432.8957676585194,370.3789366369549,360.63447794497847,real_quake
60.0,12139.32722917188,1668.3931155986731,1.0283732107488588,0.0,9742.819,8597.987,7991.3857,993.4559241044143,1035.3042843743508,851.308377613544,real_quake
60.0,49433.38919183313,3493.0011082796477,1.1400616162830834,0.0,27290.252,15668.072,48893.01,2008.482079785791,1879.2781762506902,2152.9909460771246,real_quake
60.0,46950.605819790006,2177.967556020258,1.018267434344627,0.0,29070.137,37965.305,19881.506,1262.1591808879903,1520.9125594348939,915.0529294692262,real_quake
60.0,5954.859655667621,941.9641042869213,1.126433228526367,0.0,4340.7783,5779.7837,3416.6267,621.8430908133372,594.9453075302144,382.9459821183091,real_quake
60.0,34469.2904308296,5580.082759682201,1.0145353552361935,0.0,24284.86,33374.67,19932.926,2976.951663415685,3999.4281418938895,2505.9243676568353,real_quake
60.0,28799.649511266212,4618.968759836774,1.0864647450110592,0.0,27250.049,12956.456,6075.0146,3989.9334962758694,2139.3637889359843,915.6558732588085,real_quake
60.0,1021.2473719753148,243.499442009927,1.0561235435714684,0.0,916.792,950.77704,471.55206,158.68646812914864,153.58830318051406,102.5729799604798,real_quake
60.0,752862.2123639092,142094.05809666158,1.0677108707397434,0.0,582700.56,575602.4,612000.6,89478.73017001968,85416.50317918017,69916.37274758573,real_quake
60.0,14399.023688331694,1739.0695182725817,1.1507329896415004,0.0,7702.0015,13169.025,6099.7197,863.2453211220349,1290.4336526226743,783.5504407022228,real_quake
60.0,3058.651379951849,281.5315011326044,1.0283599916427222,0.0,2037.735,3034.7227,1210.519,176.1055990124806,193.55185063068464,103.84837622163462,real_quake
60.0,3176.695970106181,470.67904952784846,1.0675460508980392,0.0,2809.4978,1765.175,2812.811,310.8561105382219,247.78405493281355,252.01251621008828,real_quake
60.0,9814.753626976833,880.1402606234232,1.0180616612386175,0.0,7410.7095,6104.0776,6627.4575,500.64921586283555,496.50293322206045,526.7656768697877,real_quake
60.0,1529.1323657275032,263.998159750906,1.0426342999695903,0.0,1330.2677,1327.8975,837.8182,180.40154213567874,163.027157075929,102.82245864923755,real_quake
60.0,5692.77362976493,497.96643333799886,1.1099102022119394,0.0,3796.0867,4469.1997,2720.6965,286.44964235266366,330.6984491706697,237.81443783654677,real_quake
60.0,75122.85329726296,7923.951259528158,1.034286843074437,0.0,63460.77,38341.004,28527.338,5432.712835657565,4704.719487699445,3337.701207525994,real_quake
60.0,13957.171133740305,2548.4745161721416,1.030806862321227,0.0,7042.1133,12031.935,4097.84,1685.9709436332394,1556.669311361439,1108.604975574609,real_quake
60.0,18087.959637439337,2585.417730152076,1.0825832698757485,0.0,16270.415,17161.564,8035.8013,1636.8736671459963,1857.2544530343869,745.4095075008571,real_quake
60.0,746.7752052718845,158.43864991709086,1.0391364133074519,0.0,626.6631,703.3329,605.0652,94.58013529761755,103.3535915377928,73.99620876013793,real_quake
60.0,1012.2717794517789,187.617277509884,1.0629583098350601,0.0,731.5324,936.59174,402.79245,110.19088788138201,141.6124883289781,54.8098001949339,real_quake
60.0,8675.114625632596,1361.614955287815,1.0566671423737557,0.0,5828.3643,8623.292,5369.834,831.3860200025764,895.6741762735224,600.4667702416689,real_quake
60.0,6616.741786121801,743.4806763519925,1.1295651874678174,0.0,6540.6934,5517.7607,2247.633,503.2889693005219,492.5576502228065,238.4338287580477,real_quake
60.0,589.9180409789951,96.99753211728539,1.028989561293518,0.0,470.49435,540.56586,207.92377,57.438249071669546,75.41806906082823,20.530066720807447,real_quake
60.0,2024.4956921059024,192.5151581112019,1.0575872048024746,0.0,1237.2811,1002.72455,1937.9684,94.47224954856232,101.63049153789794,133.44783009693523,real_quake
60.0,5550.08689054296,712.7220789657812,1.0684584436054987,0.0,4528.258,5514.11,3793.8337,425.49683529630073,471.8691769059119,322.90042564895356,real_quake
60.0,9928.207217006468,550.856236922324,0.9896249993488242,0.0,9462.383,4910.8076,4919.3955,405.43771714600103,277.8995434782261,248.66582999329907,real_quake
60.0,1117.058745298373,101.94765830909773,1.0331990096367696,0.0,931.4202,1100.5055,355.41495,67.67452201737488,63.951743888475875,41.51696711046195,real_quake
60.0,623121.2839338877,52698.90408699268,1.0578997936692431,0.0,535131.0,393779.1,430031.03,35737.6174799324,25364.187075233476,29268.672720857092,real_quake
60.0,525792.5219570516,84054.82408687973,1.209372690170177,0.0,389407.2,510305.2,355750.53,49941.39161417015,50372.63398877321,45096.214929298454,real_quake
60.0,279392.0228676331,27834.95191390794,1.29640608595649,0.0,268804.38,116294.305,70176.18,23834.515361662332,11076.093465030008,9166.274001914247,real_quake
60.0,3304.9922075388013,564.5680887192593,1.0178658735819188,0.0,1865.7527,3040.6587,1686.0369,316.94534641704786,401.34134128635657,239.1817341670624,real_quake
60.0,17186.748368787557,1765.7242204796435,1.0272356721322033,0.0,13694.256,14123.221,7318.998,1151.9412573330385,1133.5787069212824,711.2050883234009,real_quake
60.0,1923552.9005697253,329120.06272738235,1.3571477472340676,0.0,1792946.4,1610667.9,1914612.4,190219.06837895536,208462.30770956873,169352.26003546413,real_quake
60.0,292.54636181483914,50.4993586955136,1.059956320052793,0.0,180.4342,291.22098,158.19121,27.681560043065673,36.254326617973355,21.66887776784028,real_quake
60.0,13857.71691958043,1865.4958919775015,1.0128410918133208,0.0,9700.319,10096.463,9283.545,1076.204524520224,1242.875578623966,881.5435556155322,real_quake
60.0,11144.13749864784,2016.1212742737453,1.1281768728538744,0.0,10196.571,10507.942,4810.722,1248.2450721373505,1405.6458487244486,728.5526613963715,real_quake
60.0,5432.044358824617,716.6501388100833,1.0481976368703307,0.0,4957.3833,3363.2317,2685.9124,500.07102286656385,386.1093474048981,338.2838532833986,real_quake
60.0,52590.65083952145,8262.81303592599,1.0807991303251914,0.0,51533.56,36753.18,13613.607,6185.563517339445,4974.110854594701,2295.888596128071,real_quake
60.0,1135.6544749397087,227.15375738337823,1.0393561734356322,0.0,1120.9011,816.0139,459.95566,161.56707347985972,125.9575282936216,98.13058303455546,real_quake
60.0,2233.644684888526,412.0996431521691,1.1620146670709248,0.0,1447.9556,2157.0283,950.29517,242.50807920691093,287.2848444898219,168.77015592805085,real_quake
60.0,23018.510389678624,3153.8629494939983,1.159972558761899,0.0,16220.24,19944.443,14376.645,1509.414494163077,2005.5187205796124,1909.5586009353367,real_quake
60.0,2739.6590266448893,306.7602467861788,1.0778821207763951,0.0,1929.8044,1873.6995,915.97,205.95468284612883,192.7054598755262,120.61974695807395,real_quake
60.0,28411.228845611546,1463.119635855491,0.9898620065491105,0.0,17016.836,23738.604,9882.389,841.3373102850269,984.6823983910926,680.6402672829654,real_quake
60.0,7518.174573553125,686.8045937230755,1.0543943610599487,0.0,6377.3438,5154.8037,5347.418,430.7522918724821,423.9087499537627,326.27348148196353,real_quake
60.0,12871.303802182532,1789.30624040253,1.052030293776068,0.0,11686.303,12809.086,7118.4883,1200.2785378241865,1139.3240508155523,680.3594350160143,real_quake
60.0,21397.168475779545,3747.903863557584,1.0997159558821485,0.0,13445.878,19765.34,8485.647,2300.1750102046194,2549.6050562869605,1501.8296673910825,real_quake
60.0,1093.6158641701775,216.31129230344698,1.0382547659413714,0.0,853.5808,856.1567,934.48444,127.82950268580467,146.36811893844657,95.00824795515332,real_quake
60.0,15844.812609457395,1500.6082342132872,1.0571293114250886,0.0,14780.066,13120.462,9742.495,931.6612834763928,896.0303803314733,762.2085560939838,real_quake
60.0,6015.988787191366,660.7317223166375,1.039996904042317,0.0,3154.814,3839.788,4365.746,330.0060371314006,439.58450315792373,366.64409025066834,real_quake
60.0,2661.9366613678458,249.9396770765522,1.0359999127111315,0.0,2623.7874,209.10318,1336.9681,207.51529257416416,29.184202762621606,136.2186765245516,real_quake
60.0,698.5940939129567,149.06002922125646,1.0277844855271612,0.0,420.90192,692.74927,560.62573,71.95086801949802,91.70256732508103,92.91180790766902,real_quake
60.0,2034.0155645375407,426.5520226163059,1.0138117979298225,0.0,1679.6504,1673.9779,1407.8645,257.55502215287373,258.4320314685926,220.9636252257613,real_quake
60.0,12700.991598141076,820.9777931277148,1.0896752930430804,0.0,11170.256,4060.995,4970.0513,597.6744468983064,432.14494926752474,360.611335313,real_quake
60.0,3855.801356615473,513.4987122238109,1.0163064216897861,0.0,2935.9329,3700.4253,2235.2458,300.0209997672739,343.5871148610111,235.8309175143157,real_quake
60.0,194281.32279162,36386.76223180482,1.1174482480376018,0.0,149583.81,177394.64,97940.11,22389.806621217424,24969.673653099493,14114.121397950898,real_quake
60.0,92183.51362574995,6515.871448295022,0.9632969817222349,0.0,55767.258,46349.875,71840.51,3673.0214144545816,3584.721673317081,4014.3822618822833,real_quake
60.0,19536.520041774405,4028.551712455724,1.0326422268258484,0.0,15876.408,19310.383,15440.051,2479.3349482585763,2542.262794532391,1902.3740425610163,real_quake
60.0,30582.085195136475,4800.589993311739,1.048086096133218,0.0,30309.197,25422.734,10968.996,3549.278881046747,2936.460539268551,1351.1044407295083,real_quake
60.0,8025.739832135224,811.440416385516,1.0964366512239792,0.0,6136.142,4911.1147,3273.1914,578.2331589696452,460.2879426927775,334.9880192238744,real_quake
60.0,86371.59055238761,9106.212580192467,1.1207259651905201,0.0,42164.746,32587.863,86216.26,5163.338138796593,5486.543461959906,5114.771515926112,real_quake
60.0,156248.1110532766,24904.923459506324,1.0025681055619313,0.0,102706.67,138709.84,107615.586,13250.618213152055,16111.503840120104,13604.99075717976,real_quake
60.0,58386.58311392227,6940.6885866673365,1.2112270442117514,0.0,53996.344,37299.582,26312.094,4553.346239829789,4201.854755649637,3128.036555052815,real_quake
60.0,1156637.338263624,98727.22101671046,1.3337682049844186,0.0,829178.94,970768.5,555474.0,60723.13442405301,57394.920867833374,52588.859789654365,real_quake
60.0,21534.418590443587,3885.519848609387,1.1171772309405876,0.0,18819.486,20314.656,9827.154,2378.426106115786,2716.814895670899,1435.0158794749054,real_quake
60.0,10083.144375436705,1825.612772359129,1.1100181111706555,0.0,9699.774,6839.1646,3990.384,1317.4188836525743,1118.3739107202841,588.6503847077718,real_quake
60.0,1281385.1310595123,83570.44408005597,1.0852404326142577,0.0,612709.06,1154507.8,391996.84,44107.36387760555,64355.95590854705,29947.796489949087,real_quake
60.0,1767.7715053820243,208.16105635012835,1.0790836646283202,0.0,1501.5284,1013.1779,910.9512,126.62831721415746,119.90982672603994,113.65706363813514,real_quake
60.0,2891.2498078989197,271.1395923412424,1.0791763168565038,0.0,2775.3235,2396.8286,1057.8419,177.61616953210637,177.55293115191535,102.19653367448618,real_quake
60.0,31810.491721289094,2012.7252417421773,1.016126819341239,0.0,29282.38,18474.729,4734.2017,1379.9590596792746,1373.2329574193816,510.88857592670524,real_quake
60.0,450.7026423427304,49.117017101183066,1.0326590482426818,0.0,425.24063,306.10123,167.26843,27.42262311371199,32.35102492435511,24.776850018212023,real_quake
60.0,30723.423852298783,5405.606387729902,1.1672263595637438,0.0,29013.63,22620.94,15272.676,3771.054171894706,3369.511006228825,1909.4832889042689,real_quake
60.0,1385.4422627724061,151.20252752282863,1.0161941961164764,0.0,1161.1031,1134.1167,1034.8414,92.62076523586883,86.52797547153472,82.44093423300897,real_quake
60.0,2033.980014045589,341.5838434318505,1.0813151948917135,0.0,1334.8542,1961.9628,539.9313,198.59743307935045,269.3879751710819,68.32788962928981,real_quake
60.0,733.1104488298774,119.62322919407785,1.0379729816048846,0.0,612.06866,671.32196,505.9162,69.77095533418942,73.7058086482583,63.31812162469571,real_quake
60.0,2106.290729150598,302.0978937873831,1.0002115922777224,0.0,1433.5391,2023.5206,1100.3232,185.74874320273526,193.57728089904987,138.88260563910686,real_quake
60.0,2711.49422530225,277.17491796706526,1.0391589323708998,0.0,2244.181,2138.052,996.69305,161.97873400530614,193.0773009444445,115.368889827787,real_quake
60.0,4353.749501636061,887.3019811827725,1.0645752387894234,0.0,3842.6145,3395.7957,2632.184,571.6132582674493,563.474746247777,378.2318060723435,real_quake
60.0,15811.86326104567,2405.6716474510285,1.0512150520703964,0.0,10883.839,15344.912,7755.561,1251.358309688275,1807.8154558820227,976.3000223281398,real_quake
60.0,281582.8996373974,61057.87745014358,1.0892014398456782,0.0,172724.62,183828.03,279327.6,36746.68660352398,37136.28448483944,31601.294230461768,real_quake
60.0,46970.24573454493,8347.422472695447,1.1449905002896483,0.0,27351.486,43648.344,23103.137,5132.916992848828,5508.921298017834,3603.3888514050514,real_quake
60.0,1871.776479726954,296.2230837085856,1.0486593180622903,0.0,1402.3257,1845.6963,1561.9974,177.0460555181098,168.53465130391314,167.32866119457987,real_quake
60.0,8069.556753323685,998.816669553765,1.0938547046091653,0.0,7724.317,5895.742,5170.426,680.9981883510045,580.8410190449622,443.2831120581235,real_quake
60.0,5981.948165064319,720.105089783437,1.0709964606997506,0.0,4538.08,4441.916,3836.21,462.3831733337211,439.13278754574526,334.537794953206,real_quake
60.0,3024.6574455130453,358.1643171033298,1.0098655061555002,0.0,2394.6396,2282.6348,1572.4021,219.95284224430176,225.17682857131066,170.87369929077576,real_quake
60.0,2765.244545373651,260.522759655356,1.0409626395822975,0.0,1116.9868,2723.4253,829.25287,141.64454633610026,195.9906058319882,96.93612957660827,real_quake
60.0,255.21927128185956,46.94396022703322,1.0097265377457485,0.0,199.92111,201.71465,127.33371,28.505495690704496,30.560876734240505,21.38235091048367,real_quake
60.0,7148.288686519143,1019.441022116736,1.1225204819710732,0.0,5906.906,6635.2114,3789.3567,537.4078868796911,722.6180232778626,477.7823281871306,real_quake
60.0,7689.71614991032,989.9167133550834,1.1045251754183032,0.0,5473.2793,6961.035,2961.7563,540.7367373935689,718.1068958677544,414.5616556314238,real_quake
60.0,24059.726266541227,4242.023524746084,1.0618190714427453,0.0,19633.848,21891.975,15375.577,2351.4039664632064,2810.640467133715,2136.8114412625782,real_quake
60.0,7188.422878672518,781.7742325082613,1.0397106729652825,0.0,6193.873,5751.5195,4254.399,551.6392766406776,446.28811242050165,328.1645620620496,real_quake
60.0,7162.114295321132,1675.587856651961,1.1072874292884183,0.0,7124.533,5679.612,3683.2756,1013.9010335075525,1086.9218598724387,773.4340502869445,real_quake
60.0,3827.7313349782366,534.4171031305939,1.0251316198575529,0.0,3134.5425,2943.5654,2596.7397,320.3834853860366,329.48426867567576,272.7566298106173,real_quake
60.0,2390372.5962322317,176541.36318512406,1.0189857758053753,0.0,2296994.5,1747402.8,803975.06,123640.0833228567,113770.66666694547,54186.88141365694,real_quake
60.0,24767.59329968657,2725.5503288389987,1.0636399517453201,0.0,22958.043,16982.602,5836.889,1855.9408287493875,1879.2208624838336,672.783163597995,real_quake
60.0,543.7288851266543,58.66547090573168,1.0602922055005792,0.0,372.37198,524.5295,186.17235,39.537021624825485,37.90836444573616,21.009933428704105,real_quake
60.0,2652.6407046214913,472.74212530778993,1.0395760680057722,0.0,1905.1995,2184.989,2386.1934,283.34665923307983,311.4299830800525,214.96779614802145,real_quake
60.0,6239.837772670533,707.4190307470839,1.0120408346045637,0.0,5184.1787,3748.2625,5522.815,413.69273865741525,400.50290385765567,410.97132144087203,real_quake
60.0,33117.14623037514,4314.597223364033,1.0517797841524312,0.0,21341.205,28916.729,24950.191,2529.1706523051785,2643.595123245117,2287.017672807419,real_quake
60.0,2194.9526059343866,313.79156291013464,1.0340907132242627,0.0,1719.2228,1394.8328,959.53485,186.09738234198667,207.0105492522302,144.84316254948115,real_quake
60.0,6978.297384239708,812.6561810784552,1.0441540593806196,0.0,3956.968,6578.009,3923.9758,438.8839642811869,545.7362993647278,412.2654801187473,real_quake
60.0,31967.73924616781,5105.342556125217,1.0513039049666733,0.0,29368.773,28155.54,14078.661,3019.3664742743495,3775.181634862997,1641.935544777689,real_quake
60.0,10072.969296269584,1793.602282457962,1.1608342361425301,0.0,6374.8223,9487.403,4351.1533,1010.4737600699208,1329.354461354281,654.8042790987523,real_quake
60.0,211717.35877132553,29984.688621912814,1.197895020028252,0.0,142513.52,161983.23,82946.695,18010.780151489293,19935.516831308927,13314.22242402407,real_quake
60.0,82312.22577806668,8716.26838502152,1.142642281888126,0.0,81613.43,48643.844,13688.703,6750.447969469918,5019.594985916258,2282.203529172951,real_quake
60.0,524.1874861594555,65.68002630126571,1.033405378005716,0.0,490.79608,405.17758,305.12762,39.19408612078239,39.491240181855154,34.9017394550856,real_quake
60.0,1544.460303000992,228.1204243204135,1.0249291492740207,0.0,1216.3148,1124.4867,669.54236,140.48707521857298,142.32837400423173,109.74945850421332,real_quake
60.0,2218.116579240282,214.73079384895263,1.0209883768451924,0.0,2033.1239,1503.2743,1207.957,150.3750337650788,118.36739180723552,97.39519291990337,real_quake
60.0,23441.881780608357,2202.3557666136035,1.1356145356782308,0.0,16717.4,20860.453,6210.872,1419.6076714927242,1485.320846050577,793.0365477472003,real_quake
60.0,60774.79806305749,5019.351736827841,1.0324491686879032,0.0,48110.23,33473.23,26126.936,3206.545190669611,3298.9102647780587,2007.2744862455168,real_quake
60.0,12057.92521862724,842.9042063203825,1.0392228883579728,0.0,8388.471,10408.469,4883.8496,492.77637645985897,578.4547602659948,364.75887125784334,real_quake
60.0,80359.61835811072,13693.442941084442,1.0477350131323018,0.0,53004.484,71288.32,53969.035,7380.030794324581,8964.322093708008,7258.5435492125225,real_quake
60.0,3489.632583530491,434.19012277433046,1.0211408308095518,0.0,2971.7417,2068.9797,1452.5792,274.3687696543799,287.0220696989858,175.67348251469406,real_quake
60.0,6694.200117725197,675.7221939698182,1.0869363265194423,0.0,6497.7183,2785.5393,2201.0452,510.824435429586,364.50615115147554,250.5876001803901,real_quake
60.0,147181.55274396637,19374.733685025603,1.1330709022094203,0.0,107817.38,130172.2,65740.06,12444.30178989842,13727.798626822114,5662.791112959905,real_quake
60.0,10937.043566723036,3747.4866031484066,1.0844969867676881,0.0,7147.577,9493.736,2031.9352,2091.339963118087,3052.4843285596635,593.542267525809,fake_vibration
60.0,497.3573768289669,184.6863295748309,1.0286178439420974,0.0,488.896,449.012,279.7914,129.9940107199314,109.84393251240932,71.7280140459687,fake_vibration
60.0,375.11652289316646,144.29207394022117,0.999595476607066,0.0,355.5516,281.98447,346.5265,91.75801645618961,71.86150535057944,85.06816717635647,fake_vibration
60.0,1015.0226222197994,86.3842026511578,1.0696601369670367,0.0,903.57184,322.2527,445.597,68.6761051251312,38.12819066808846,35.94529355696124,fake_vibration
60.0,3323.306443394666,554.6623483059228,1.0490661493260167,0.0,2098.6392,2874.6565,1199.5564,319.3892386519312,397.17449520105754,218.84527690440513,fake_vibration
60.0,2948.150061267032,687.6784504902013,1.0294555549860995,0.0,2836.2236,1421.8844,2201.6755,495.37691857375336,282.3998610094728,384.38740655074497,fake_vibration
60.0,29.36748894910733,8.528005877900704,1.0189318044486162,0.0,26.211206,25.358442,14.886,5.284399277264105,5.594519653552609,3.674691603110816,fake_vibration
60.0,3598.719707996187,1262.8346482275049,1.0156792407288437,0.0,2542.342,3176.689,3381.475,662.4156372154727,652.0102075143307,854.891549632715,fake_vibration
60.0,1046.9345798056274,159.31843058825808,1.0951952816327113,0.0,966.02966,879.51056,493.9193,109.86749833576881,101.40736769955642,55.02763769954515,fake_vibration
60.0,2227.590968906361,323.5089960441916,1.007256318637572,0.0,1934.9862,894.37366,1298.5355,215.42570525691502,174.05794490461568,167.19350421491657,fake_vibration
60.0,239.20493112256085,73.43606816444772,1.0228352694807414,0.0,195.20674,238.49991,133.89049,44.117492735749664,51.184567855225396,28.751399194444677,fake_vibration
60.0,145.24514257351862,23.978182731931796,1.0465648718186917,0.0,141.0982,103.14926,72.175064,17.066927855921847,13.055425535345476,10.640915598655992,fake_vibration
60.0,106.05186469826822,28.849074465780344,1.0109956134594487,0.0,58.248875,69.86992,101.44149,14.950473540479983,16.430363741673563,18.406400673783182,fake_vibration
60.0,2777.28681711643,785.1836854670179,1.0039625183169063,0.0,2749.5862,1573.3632,794.23083,622.3941177481164,439.6541007015824,189.3231466366316,fake_vibration
60.0,1150.6480853319179,152.2637964312375,1.128730064656636,0.0,1001.0211,845.90204,833.9868,90.11591987715273,76.2575336161536,96.16742304506826,fake_vibration
60.0,2348.9132546328356,846.4957326014763,1.086892095524669,0.0,931.8856,2137.162,850.0992,234.75564356630028,789.5427434743222,195.10784031740826,fake_vibration
60.0,49.87953482154648,14.564391258826236,1.026360905292423,0.0,34.25919,33.39188,36.443462,8.056357341521394,8.80150609015421,8.351651912697676,fake_vibration
60.0,2271.4642076727478,508.1302880957792,0.9835919999271745,0.0,1925.3004,1642.0465,1392.3927,339.75029013625044,266.1717297234357,268.17669609544276,fake_vibration
60.0,117.55489480068252,33.188362338093576,1.0193403347574248,0.0,90.26074,104.11545,72.55312,20.758993960424018,20.672567911132465,15.594117493314068,fake_vibration
60.0,230.30576798689353,84.59397786410486,1.0068515077372642,0.0,227.7066,173.83365,91.9175,66.83441603524807,46.68136712352536,22.586542178445253,fake_vibration
60.0,96.03392595895217,29.90106076052894,1.037247640457756,0.0,60.109467,58.306076,93.71682,15.064690987134322,12.207379234989158,22.7619949099404,fake_vibration
60.0,50.812771654304235,18.412364752699535,1.0019745769387993,0.0,43.501812,38.993416,38.974194,12.130707545080728,10.16718700038728,9.40688145674907,fake_vibration
60.0,1021.8102276574864,312.13154374418997,1.0181663595279289,0.0,501.42734,529.9973,992.4044,134.9198509786787,146.59424149674587,240.2766380071439,fake_vibration
60.0,66.89442327170077,13.539259289753458,1.047486916542906,0.0,53.34789,55.344345,19.22118,8.17214838670718,9.739486476259234,4.655097854994897,fake_vibration
60.0,1.3878682830443314,0.5122556746513253,1.0337799431855745,0.0,1.0043002,1.0465206,1.028883,0.3003451566069466,0.2726982877012901,0.3127847614574878,fake_vibration
60.0,201.49875621460185,71.28592849223142,1.027932125944767,0.0,188.73532,168.25327,141.42677,47.90496036321147,45.96976927212811,25.95339451143094,fake_vibration
