filename,label
real_quake_123.csv,real_quake
real_quake_124.csv,real_quake
real_quake_125.csv,real_quake
real_quake_126.csv,real_quake
real_quake_127.csv,real_quake
real_quake_128.csv,real_quake
real_quake_129.csv,real_quake
real_quake_130.csv,real_quake
real_quake_131.csv,real_quake
real_quake_132.csv,real_quake
real_quake_133.csv,real_quake
real_quake_134.csv,real_quake
real_quake_135.csv,real_quake
real_quake_136.csv,real_quake
real_quake_137.csv,real_quake
real_quake_138.csv,real_quake
real_quake_139.csv,real_quake
real_quake_140.csv,real_quake
real_quake_141.csv,real_quake
real_quake_142.csv,real_quake
real_quake_143.csv,real_quake
real_quake_144.csv,real_quake
real_quake_145.csv,real_quake
real_quake_146.csv,real_quake
real_quake_147.csv,real_quake
real_quake_148.csv,real_quake
real_quake_149.csv,real_quake
fake_vibration_0.csv,fake_vibration
fake_vibration_1.csv,fake_vibration
fake_vibration_2.csv,fake_vibration
fake_vibration_3.csv,fake_vibration
fake_vibration_4.csv,fake_vibration
fake_vibration_5.csv,fake_vibration
fake_vibration_6.csv,fake_vibration
fake_vibration_7.csv,fake_vibration
fake_vibration_8.csv,fake_vibration
fake_vibration_9.csv,fake_vibration
fake_vibration_10.csv,fake_vibration
fake_vibration_11.csv,fake_vibration
fake_vibration_12.csv,fake_vibration
fake_vibration_13.csv,fake_vibration
fake_vibration_14.csv,fake_vibration
fake_vibration_15.csv,fake_vibration
fake_vibration_16.csv,fake_vibration
fake_vibration_17.csv,fake_vibration
fake_vibration_18.csv,fake_vibration
fake_vibration_19.csv,fake_vibration
fake_vibration_20.csv,fake_vibration
fake_vibration_21.csv,fake_vibration
fake_vibration_22.csv,fake_vibration
fake_vibration_23.csv,fake_vibration
fake_vibration_24.csv,fake_vibration
fake_vibration_25.csv,fake_vibration
fake_vibration_26.csv,fake_vibration
fake_vibration_27.csv,fake_vibration
fake_vibration_28.csv,fake_vibration
fake_vibration_29.csv,fake_vibration
fake_vibration_30.csv,fake_vibration
fake_vibration_31.csv,fake_vibration
fake_vibration_32.csv,fake_vibration
fake_vibration_33.csv,fake_vibration
fake_vibration_34.csv,fake_vibration
fake_vibration_35.csv,fake_vibration
fake_vibration_36.csv,fake_vibration
fake_vibration_37.csv,fake_vibration
fake_vibration_38.csv,fake_vibration
fake_vibration_39.csv,fake_vibration
fake_vibration_40.csv,fake_vibration
fake_vibration_41.csv,fake_vibration
fake_vibration_42.csv,fake_vibration
fake_vibration_43.csv,fake_vibration
fake_vibration_44.csv,fake_vibration
fake_vibration_45.csv,fake_vibration
fake_vibration_46.csv,fake_vibration
fake_vibration_47.csv,fake_vibration
fake_vibration_48.csv,fake_vibration
fake_vibration_49.csv,fake_vibration
fake_vibration_50.csv,fake_vibration
fake_vibration_51.csv,fake_vibration
fake_vibration_52.csv,fake_vibration
fake_vibration_53.csv,fake_vibration
fake_vibration_54.csv,fake_vibration
fake_vibration_55.csv,fake_vibration
fake_vibration_56.csv,fake_vibration
fake_vibration_57.csv,fake_vibration
fake_vibration_58.csv,fake_vibration
fake_vibration_59.csv,fake_vibration
fake_vibration_60.csv,fake_vibration
fake_vibration_61.csv,fake_vibration
fake_vibration_62.csv,fake_vibration
fake_vibration_63.csv,fake_vibration
fake_vibration_64.csv,fake_vibration
fake_vibration_65.csv,fake_vibration
fake_vibration_66.csv,fake_vibration
fake_vibration_67.csv,fake_vibration
fake_vibration_68.csv,fake_vibration
fake_vibration_69.csv,fake_vibration
fake_vibration_70.csv,fake_vibration
fake_vibration_71.csv,fake_vibration
fake_vibration_72.csv,fake_vibration
fake_vibration_73.csv,fake_vibration
fake_vibration_74.csv,fake_vibration
fake_vibration_75.csv,fake_vibration
fake_vibration_76.csv,fake_vibration
fake_vibration_77.csv,fake_vibration
fake_vibration_78.csv,fake_vibration
fake_vibration_79.csv,fake_vibration
fake_vibration_80.csv,fake_vibration
fake_vibration_81.csv,fake_vibration
fake_vibration_82.csv,fake_vibration
fake_vibration_83.csv,fake_vibration
fake_vibration_84.csv,fake_vibration
fake_vibration_85.csv,fake_vibration
fake_vibration_86.csv,fake_vibration
fake_vibration_87.csv,fake_vibration
fake_vibration_88.csv,fake_vibration
fake_vibration_89.csv,fake_vibration
fake_vibration_90.csv,fake_vibration
fake_vibration_91.csv,fake_vibration
fake_vibration_92.csv,fake_vibration
fake_vibration_93.csv,fake_vibration
fake_vibration_94.csv,fake_vibration
fake_vibration_95.csv,fake_vibration
fake_vibration_96.csv,fake_vibration
fake_vibration_97.csv,fake_vibration
fake_vibration_98.csv,fake_vibration
fake_vibration_99.csv,fake_vibration
fake_vibration_100.csv,fake_vibration
fake_vibration_101.csv,fake_vibration
fake_vibration_102.csv,fake_vibration
fake_vibration_103.csv,fake_vibration
fake_vibration_104.csv,fake_vibration
fake_vibration_105.csv,fake_vibration
fake_vibration_106.csv,fake_vibration
fake_vibration_107.csv,fake_vibration
fake_vibration_108.csv,fake_vibration
fake_vibration_109.csv,fake_vibration
fake_vibration_110.csv,fake_vibration
fake_vibration_111.csv,fake_vibration
fake_vibration_112.csv,fake_vibration
fake_vibration_113.csv,fake_vibration
fake_vibration_114.csv,fake_vibration
fake_vibration_115.csv,fake_vibration
fake_vibration_116.csv,fake_vibration
fake_vibration_117.csv,fake_vibration
fake_vibration_118.csv,fake_vibration
fake_vibration_119.csv,fake_vibration
fake_vibration_120.csv,fake_vibration
fake_vibration_121.csv,fake_vibration
fake_vibration_122.csv,fake_vibration
fake_vibration_123.csv,fake_vibration
fake_vibration_124.csv,fake_vibration
fake_vibration_125.csv,fake_vibration
fake_vibration_126.csv,fake_vibration
fake_vibration_127.csv,fake_vibration
fake_vibration_128.csv,fake_vibration
fake_vibration_129.csv,fake_vibration
fake_vibration_130.csv,fake_vibration
fake_vibration_131.csv,fake_vibration
fake_vibration_132.csv,fake_vibration
fake_vibration_133.csv,fake_vibration
fake_vibration_134.csv,fake_vibration
fake_vibration_135.csv,fake_vibration
fake_vibration_136.csv,fake_vibration
fake_vibration_137.csv,fake_vibration
fake_vibration_138.csv,fake_vibration
fake_vibration_139.csv,fake_vibration
fake_vibration_140.csv,fake_vibration
fake_vibration_141.csv,fake_vibration
fake_vibration_142.csv,fake_vibration
fake_vibration_143.csv,fake_vibration
fake_vibration_144.csv,fake_vibration
fake_vibration_145.csv,fake_vibration
fake_vibration_146.csv,fake_vibration
fake_vibration_147.csv,fake_vibration
fake_vibration_148.csv,fake_vibration
fake_vibration_149.csv,fake_vibration
